0.009643, 0.135232, -0.665496, 0.725853
0.009693, 0.150687, -0.627102, 0.623380
0.009743, 0.096594, -0.575910, 0.537985
0.009793, 0.119777, -0.518319, 0.435512
0.009843, 0.112049, -0.518319, 0.418433
0.009893, 0.127505, -0.486324, 0.401354
0.009943, 0.104322, -0.447930, 0.426972
0.009993, 0.127505, -0.422334, 0.418433
0.010043, 0.104322, -0.383940, 0.478209
0.010093, 0.104322, -0.364743, 0.537985
0.010143, 0.127505, -0.319950, 0.512367
0.010193, 0.150687, -0.326349, 0.478209
0.010243, 0.127505, -0.300753, 0.435512
0.010293, 0.150687, -0.281556, 0.435512
0.010343, 0.135232, -0.243162, 0.478209
0.010393, 0.142960, -0.230364, 0.495288
0.010443, 0.158415, -0.198369, 0.520906
0.010493, 0.127505, -0.153576, 0.486749
0.010543, 0.135232, -0.134379, 0.435512
0.010593, 0.142960, -0.083187, 0.409894
0.010643, 0.142960, -0.044793, 0.350117
0.010693, 0.150687, 0.000000, 0.281802
0.010743, 0.158415, 0.051192, 0.247644
0.010793, 0.166142, 0.095985, 0.170789
0.010843, 0.150687, 0.127980, 0.128092
0.010893, 0.158415, 0.179172, 0.051237
0.010943, 0.135232, 0.211167, -0.034158
0.010993, 0.127505, 0.268758, -0.085394
0.011043, 0.127505, 0.300753, -0.128092
0.011093, 0.127505, 0.332748, -0.204947
0.011143, 0.142960, 0.358344, -0.256183
0.011193, 0.119777, 0.377541, -0.239105
0.011243, 0.142960, 0.383940, -0.196407
0.011293, 0.119777, 0.383940, -0.102473
0.011343, 0.127505, 0.383940, -0.025618
0.011394, 0.096594, 0.383940, 0.068316
0.011444, 0.119777, 0.383940, 0.136631
0.011494, 0.135232, 0.396738, 0.222026
0.011544, 0.150687, 0.415935, 0.256183
0.011594, 0.127505, 0.447930, 0.213486
0.011644, 0.127505, 0.479925, 0.153710
0.011694, 0.104322, 0.537516, 0.059776
0.011744, 0.096594, 0.575910, -0.051237
0.011794, 0.088867, 0.627102, -0.102473
0.011844, 0.088867, 0.684693, -0.196407
0.011894, 0.073412, 0.710289, -0.222026
0.011944, 0.096594, 0.748683, -0.273262
0.011994, 0.042502, 0.793477, -0.315960
0.012044, 0.034774, 0.812674, -0.290341
0.012094, 0.027046, 0.831871, -0.264723
0.012144, 0.011591, 0.870265, -0.256183
0.012194, 0.034774, 0.895861, -0.281802
0.012244, -0.003864, 0.889462, -0.315960
0.012294, -0.027046, 0.902260, -0.273262
0.012344, -0.034774, 0.927856, -0.273262
0.012394, -0.027046, 0.959851, -0.264723
0.012444, -0.034774, 0.998245, -0.307420
0.012494, -0.057957, 1.017442, -0.341578
0.012544, -0.065684, 1.030240, -0.367196
0.012594, -0.057957, 1.062235, -0.401354
0.012644, -0.081139, 1.094230, -0.452591
0.012694, -0.081139, 1.132624, -0.461130
0.012744, -0.081139, 1.139023, -0.435512
0.012794, -0.088867, 1.171018, -0.401354
0.012844, -0.104322, 1.158220, -0.358657
0.012894, -0.096594, 1.203013, -0.315960
